"Short Key",Nombre,MAC,IP,Estado,Plaza,Grupo,Agent,PVSI,"PVSI Fecha","PVSI Hora",AgentResurtido,"Resurtido Fecha",Windows,Arquitectura,"RAM (GB)","Disco (GB)",BitLocker,"Download Path","Última Actividad"
GMACR,MACRO-PVSI,AUTO-REC-10403,189.163.7.232,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:01:24,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x86,3,465,,"D:\PVSI","2026-06-26 07:39:14"
HMAGN,MAGNUM,AUTO-REC-10418,189.173.154.246,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,19:12:08,,,"Microsoft Windows 7 Professional",x86,3,453,,"D:\PVSI","2026-06-26 07:39:09"
MANAN,MANANTIALES-PVS,AUTO-REC-5,201.105.36.8,online,XALAP,"XALAPA TIENDAS",3.67,"26.7 R03.12.28",03-06-2026,07:33:30,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,376,,"D:\PVSI","2026-06-26 07:39:07"
XMART,MARTINICA01,AUTO-REC-10,201.105.96.166,offline,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.21 DBXW",25-06-2026,10:15:30,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,931,,"D:\PVSI","2026-06-25 15:29:32"
CMACX,MAXUAC-PVSI,AUTO-REC-10355,201.108.108.62,online,CHETU,CHETUMAL,3.67,"26.0.2_06.21 DBXW",26-06-2026,08:27:33,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,474,,"D:\PVSI","2026-06-26 07:39:05"
TMAZA,MAZATAN,PENDING-DEL-40874,189.148.58.173,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:59:20,,,"Microsoft Windows 10 Pro",x86,2,931,,"D:\PVSI","2026-06-26 07:39:06"
00058,MIRAMAR-PVSI,AUTO-REC-10357,187.199.166.25,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",25-06-2026,17:56:18,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,455,,"D:\PVSI","2026-06-26 07:39:04"
HMOCT,MOCTEZUMA,F4:4E:E3:8B:6F:A0,189.151.154.61,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",25-06-2026,15:22:44,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,912,,"D:\PVSI","2026-06-26 07:39:16"
00082,MONTERREAL,AUTO-REC-3328,187.199.146.69,online,BAJAC,,3.67,"26.0.2_06.21 DBXW",26-06-2026,18:12:52,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,455,,"D:\PVSI","2026-06-26 07:39:17"
HMONT,MONTEVERDE,3C:0A:F3:4A:AD:91,189.173.247.50,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",25-06-2026,17:44:46,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,475,,"D:\PVSI","2026-06-26 07:39:12"
XMONT,MONTMAG,AUTO-REC-8,201.105.37.146,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,19:04:53,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,931,,"D:\PVSI","2026-06-26 07:39:06"
MURIL,MURILLO01,AUTO-REC-40,201.97.217.14,offline,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,19:54:45,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,12,931,,"D:\PVSI","2026-06-25 21:02:06"
HNACZ,NACOZARI-PVSI,AUTO-REC-10412,189.151.113.64,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,17:13:07,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,475,,"D:\PVSI","2026-06-26 07:38:51"
NORT8,NORT8,AUTO-REC-12735,189.148.17.49,offline,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,19:11:48,,,"Microsoft Windows 10 Pro",x86,3,931,,"D:\PVSI","2026-06-26 01:35:55"
9NORT,NOVENA,AUTO-REC-12733,189.148.14.188,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,07:37:52,,,"Microsoft Windows 11 Pro",x64,8,952,,"D:\PVSI","2026-06-26 07:39:01"
HNUEV,NUEVOHILLO,D0:F4:05:3B:56:A6,187.158.37.170,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,18:02:31,,,"Microsoft Windows 11 Home",x64,8,461,,"D:\PVSI","2026-06-26 07:38:50"
,OFI_CHETUMAL_02,AUTO-REC-34,187.150.176.82,online,,,3.67,,,,,,"Microsoft Windows 11 Home Single Language",x64,16,455,,"C:\ProgramData\DistributionAgent\files","2026-06-26 07:39:06"
HOLIV,OLIVARES-PVSI,AUTO-REC-10383,189.173.64.181,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",25-06-2026,15:28:55,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:39:16"
ORQUI,ORQUIDEAS01,AUTO-REC-43,201.97.174.67,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,17:56:13,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:38:58"
PVENB,OYUKI-PENLA,AUTO-REC-3659,189.176.52.26,online,PENLA,"PENINSULA VENDEDORES",3.67,,,,,,"Microsoft Windows 11 Home Single Language",x64,8,475,,"D:\PVSI","2026-06-26 07:39:04"
PALAC,PALACIO,AUTO-REC-3,189.148.57.91,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,19:02:41,,,"Microsoft Windows 10 Home Single Language",x86,3,931,,"D:\PVSI","2026-06-26 07:39:15"
00096,PALMAS-PVSI,BC:EE:7B:71:A5:3D,187.199.7.219,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",25-06-2026,17:19:33,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x86,3,679,,"D:\PVSI","2026-06-26 07:39:14"
HPALO,PALOMA,AUTO-REC-120,189.173.161.125,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,18:56:45,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,476,,"D:\PVSI","2026-06-26 07:38:52"
HPAVE,PALOVERDE,AUTO-REC-112,187.158.80.121,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,17:55:40,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,476,,"D:\PVSI","2026-06-26 07:39:16"
XPANI,PANIMAS,AUTO-REC-72,201.105.123.246,offline,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.21 DBXW",26-06-2026,19:53:05,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,4,930,,"D:\PVSI","2026-06-25 21:00:28"
TPVSU,PARVIALSUR,AUTO-REC-40751,189.148.20.4,offline,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",24-06-2026,08:05:07,,,"Microsoft Windows 11 Pro",x64,4,930,,"D:\PVSI","2026-06-24 18:53:51"
GPATR,PATRIA,D8:5E:D3:76:2A:84,187.224.1.159,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.21 DBXW",26-06-2026,18:15:43,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:39:03"
PENAS,PENASCAL01,AUTO-REC-154,201.97.166.230,offline,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.21 DBXW",26-06-2026,20:02:32,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,475,,"D:\PVSI","2026-06-25 20:03:43"
PENA2,PENASLCAL2,AUTO-REC-45,201.97.166.93,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",25-06-2026,16:41:15,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,456,,"D:\PVSI","2026-06-26 07:39:05"
,PENLA-ARTURO-VD,AUTO-REC-44-1781911411,189.176.52.26,offline,,,3.67,,,,,,"Microsoft Windows 11 Home Single Language",x64,8,475,,"C:\ProgramData\DistributionAgent\files","2026-06-25 22:12:03"
TLIBS,PERIFERICO2,D4:3D:7E:ED:75:C8,189.148.53.175,online,TAPAC,TAPACHULA,3.67,,,,,,"Microsoft Windows 10 Home Single Language",x64,4,930,,"D:\LIBPVSI","2026-06-26 07:38:58"
HPERI,PERISUR-PVSI,AUTO-REC-111,187.158.22.181,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,18:22:18,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,476,,"D:\PVSI","2026-06-26 07:39:07"
00104,PESCADERO_PVSI,AUTO-REC-16478,187.223.19.205,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:14:07,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,12,915,,"D:\PVSI","2026-06-26 07:39:01"
LUCIO,POETA,AUTO-REC-53,201.105.23.79,offline,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,18:02:58,,,"Microsoft Windows 10 Enterprise LTSC",x64,8,455,,"D:\PVSI","2026-06-25 21:00:39"
TPORV,PORVENIR,AUTO-REC-12738,189.148.42.152,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,07:38:41,,,"Microsoft Windows 11 Pro",x64,8,475,,"D:\PVSI","2026-06-26 07:39:15"
00025,PRIN-SANJOSE,PENDING-DEL-40851,187.199.145.233,online,BAJAC,,3.67,"26.0.2_06.21 DBXW",25-06-2026,15:41:31,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,16,474,,"D:\PVSI","2026-06-26 07:39:07"
HPROG,PROGRESO-PC,D0:27:88:E2:E3:16,189.173.15.250,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,17:52:54,,,"Microsoft Windows 7 Professional",x86,3,466,,"D:\PVSI","2026-06-26 07:38:56"
,PUERTAREAL,B0:7B:25:01:F8:18,189.173.30.170,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,17:55:25,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,911,,"D:\PVSI","2026-06-26 07:39:18"
HPURE,PUERTAREAL,AUTO-REC-10409,189.173.30.170,offline,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",25-06-2026,12:36:20,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,911,,"D:\PVSI","2026-06-25 13:46:37"
TPUER,PUERTOMADERO,AUTO-REC-12739,189.148.61.95,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",25-06-2026,09:31:20,,,"Microsoft Windows 10 Home Single Language",x64,4,930,,"D:\PVSI","2026-06-26 07:38:54"
PAKUM,PV-AKUMAL-C01,AUTO-REC-14,189.174.117.4,online,PENLA,"PENINSULA TIENDAS",3.67,"26.0.2_06.21 DBXW",26-06-2026,08:09:28,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,910,,"D:\PVSI","2026-06-26 07:39:00"
CAROL,PVCAROLINO,AUTO-REC-83,201.111.164.170,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,18:11:51,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,910,,"D:\PVSI","2026-06-26 07:39:09"
XCOAC,PVCOACOATZINTLA,AUTO-REC-9,201.105.53.27,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,17:53:45,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,915,,"D:\PVSI","2026-06-26 07:38:52"
00053,PVSI,AUTO-REC-198,187.223.130.157,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:05:16,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,931,,"D:\PVSI","2026-06-26 07:39:17"
ARAUC,PVSI,AUTO-REC-54,201.97.166.87,online,XALAP,"XALAPA TIENDAS",3.67,"26.7 R03.12.28",03-06-2026,09:10:51,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,931,,"D:\PVSI","2026-06-26 07:38:56"
REBSA,PVSI,AUTO-REC-79,148.224.110.169,offline,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.21 DBXW",26-06-2026,20:01:52,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,475,,"D:\PVSI","2026-06-25 20:03:32"
00023,PVSI,AUTO-REC-11654,187.223.178.213,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:01:47,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Home Single Language",x64,12,931,,"D:\PVSI","2026-06-26 07:39:14"
AVILA,PVSI,AUTO-REC-63,201.105.122.105,offline,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,18:03:25,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,476,,"D:\PVSI","2026-06-25 21:00:49"
00039,PVSI,AUTO-REC-16493,187.223.9.179,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,19:02:29,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,6,476,,"D:\PVSI","2026-06-26 07:39:19"
CALVO,PVSI,AUTO-REC-108,187.155.243.28,online,CHETU,CHETUMAL,3.67,"26.0.2_06.21 DBXW",26-06-2026,08:34:03,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,474,,"D:\PVSI","2026-06-26 07:39:18"
00036,PVSI,AUTO-REC-11662,187.223.33.177,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,17:59:26,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:39:18"
00031,PVSI,B0:4F:13:0E:27:62,187.223.196.216,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:01:17,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,910,,"D:\PVSI","2026-06-26 07:38:59"
GNERU,PVSI,AUTO-REC-1176,187.213.39.104,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",25-06-2026,18:18:46,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,931,,"D:\PVSI","2026-06-26 07:39:13"
,PVSI,AUTO-REC-40749,187.223.25.181,online,,,3.67,,,,,,"Microsoft Windows 10 Pro",x64,8,912,,"C:\ProgramData\DistributionAgent\files","2026-06-26 07:39:09"
JILOT,PVSI,PENDING-DEL-36,201.105.27.181,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,17:06:49,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,911,,"D:\PVSI","2026-06-26 07:39:13"
ROTON,PVSI,AUTO-REC-151,187.192.126.6,online,,,3.67,"26.0.2_06.18 DBXW",25-06-2026,19:55:03,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,465,,"D:\PVSI","2026-06-26 07:38:59"
00054,PVSI-20DENOV,AUTO-REC-181,201.108.84.180,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:07:09,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,931,,"D:\PVSI","2026-06-26 07:39:07"
00090,PVSI-4DEMARZO,AUTO-REC-6,187.199.227.147,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,17:56:51,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,912,,"D:\PVSI","2026-06-26 07:39:01"
00038,PVSI-BARRILES,AUTO-REC-10343,201.108.92.16,offline,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,17:51:40,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,474,,"D:\PVSI","2026-06-25 19:00:02"
00048,PVSI-BOULEVARD,AUTO-REC-130,187.223.197.205,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:05:42,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,7,930,,"D:\PVSI","2026-06-26 07:39:00"
00056,PVSI-CAJA01,AUTO-REC-10345,187.223.199.166,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",25-06-2026,17:15:12,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,913,,"D:\PVSI","2026-06-26 07:39:15"
00094,PVSI-CARRANZA,AUTO-REC-4699,187.223.9.249,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:02:30,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:38:59"
CHMGT,PVSI-CHIMALT,AUTO-REC-3960,190.148.52.90,offline,GUATE,CHETUMAL,3.67,"26.0.2_06.11 DBXW",12-06-2026,12:36:49,,,"Microsoft Windows 10 Pro",x64,0,0,,"D:\PVSI","2026-06-12 12:46:31"
00091,PVSI-COLIMA,AUTO-REC-20,187.223.56.66,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:05:38,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:38:51"
00097,PVSI-CORREDOR,AUTO-REC-3186,187.199.209.134,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,17:51:01,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,1386,,"D:\PVSI","2026-06-26 07:39:13"
PCOZA,PVSI-COZUMEL1,AUTO-REC-29,189.176.49.214,online,PENLA,"PENINSULA TIENDAS",3.67,"26.7 R03.12.28",03-06-2026,08:26:48,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,910,,"D:\PVSI","2026-06-26 07:39:11"
00043,PVSI-GNEGRO,D0:27:88:82:CD:C4,189.141.139.49,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:07:49,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,5,930,,"E:\PVSI","2026-06-26 07:39:14"
00111,PVSI-GUILLERMO-,AUTO-REC-4864,189.141.159.160,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.11 DBXW",13-06-2026,08:03:38,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:39:08"
00083,PVSI-JUVENTUD,AUTO-REC-10358,187.199.140.177,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",25-06-2026,17:57:48,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,752,,"D:\PVSI","2026-06-26 07:39:06"
00055,PVSI-LUNAMAR,AUTO-REC-1216,187.199.72.65,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.7 R03.12.28",03-06-2026,13:08:26,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,1405,,"D:\PVSI","2026-06-26 07:39:10"
00034,PVSI-MORELOS,20:53:8D:03:67:21,187.223.215.53,online,BAJAC,,3.67,"26.0.2_06.18 DBXW",26-06-2026,17:56:00,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,1405,,"D:\PVSI","2026-06-26 07:39:17"
B0034,PVSI-MORELOS,AUTO-REC-28010,187.199.182.94,offline,BAJAC,,3.67,"26.0.2_06.18 DBXW",24-06-2026,17:53:05,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,1405,,"D:\PVSI","2026-06-24 00:16:45"
00044,PVSI-MULEGE,AUTO-REC-15,187.223.29.172,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:03:58,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,4,930,,"D:\PVSI","2026-06-26 07:39:16"
00061,PVSI-PC,AUTO-REC-11665,187.223.131.224,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",25-06-2026,09:20:10,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,912,,"D:\PVSI","2026-06-26 07:39:13"
00088,PVSI-PINOPALLAS,AUTO-REC-10356,189.143.6.12,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:06:11,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,920,,"D:\PVSI","2026-06-26 07:39:10"
00106,PVSI-PVSI,AUTO-REC-16425,187.223.198.118,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,17:55:54,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Home Single Language",x64,8,916,,"D:\PVSI","2026-06-26 07:38:49"
00065,PVSI-REFORMA,AUTO-REC-5572,187.223.235.161,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,17:57:29,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,1385,,"D:\PVSI","2026-06-26 07:39:17"
00112,PVSI-RIBERA,AUTO-REC-40743,187.194.4.213,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",25-06-2026,12:03:08,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,455,,"D:\PVSI","2026-06-26 07:39:04"
00035,PVSI-SANTAROSA,AUTO-REC-105,187.199.21.217,online,BAJAC,,3.67,"26.0.2_06.21 DBXW",25-06-2026,13:52:37,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,455,,"D:\PVSI","2026-06-26 07:39:00"
PUHMA,PVSI-UHMAY,AUTO-REC-13,129.222.201.71,online,PENLA,"PENINSULA TIENDAS",3.67,"26.0.2_06.21 DBXW",25-06-2026,16:44:48,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:39:04"
00049,PVSI-UNIVERSIDA,AUTO-REC-16503,187.223.185.253,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,17:55:55,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:39:10"
NRADI,RADIAL,AUTO-REC-192,186.1.35.54,online,NICAR,NICARAGUA,3.67,,,,,,"Microsoft Windows 8.1 Pro",x64,7,464,,"D:\PVSI","2026-06-26 07:39:17"
HREFO,REFORMA-PVSI,AUTO-REC-10385,189.173.173.194,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,18:00:17,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,475,,"D:\PVSI","2026-06-26 07:38:58"
REVOL,REVOLUCION,AUTO-REC-48,201.111.172.166,offline,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.21 DBXW",26-06-2026,19:54:02,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,931,,"D:\PVSI","2026-06-25 21:00:50"
GRIBI,RIVIERA-PVSI,AUTO-REC-4580,189.181.26.204,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:01:31,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:39:10"
PRIVI,RIVIERA-PVSI,B0:4F:13:0F:59:73,189.174.208.44,online,PENLA,"PENINSULA TIENDAS",3.67,"26.7 R03.12.28",03-06-2026,08:29:49,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,910,,"D:\PVSI","2026-06-26 07:39:08"
,RIVIERAAUX,AUTO-REC-40734,189.174.208.44,online,,,3.67,,,,,,"Microsoft Windows 11 Pro",x64,8,910,,"C:\ProgramData\DistributionAgent\files","2026-06-26 07:39:19"
CROJO,ROJOGOMEZ,AUTO-REC-10361,187.150.48.2,online,CHETU,CHETUMAL,3.67,"26.0.2_06.21 DBXW",26-06-2026,08:01:59,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,474,,"D:\PVSI","2026-06-26 07:39:17"
XB2BA,RRANGEL,AUTO-REC-174,187.225.42.17,offline,XALAP,"XALAPA VENDEDORES",3.66,"26.0.2_05.08 DBXW",01-06-2026,08:20:36,,,"Microsoft Windows 11 Home Single Language",x64,0,0,,"C:\PVSI","2026-06-01 08:23:53"
,RRANGEL,AUTO-REC-174-1781964301,187.225.40.215,offline,,,3.67,,,,,,"Microsoft Windows 11 Home Single Language",x64,8,475,,"C:\ProgramData\DistributionAgent\files","2026-06-25 16:22:16"
RUIZC,RUIZ1,AUTO-REC-155,201.105.61.203,offline,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,17:57:56,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,931,,"D:\PVSI\","2026-06-25 18:00:12"
HMABE,SAN-BENITO,AUTO-REC-124,189.173.37.24,offline,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,19:05:00,,,"Microsoft Windows 7 Professional",x86,3,466,,"D:\PVSI","2026-06-26 06:59:51"
BRUNO,SANBRUNO02,AUTO-REC-47,201.105.2.136,offline,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,20:04:19,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,913,,"D:\PVSI","2026-06-25 20:05:20"
XJOSE,SANJOSE,AUTO-REC-77,201.105.20.85,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,18:04:00,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Enterprise LTSC",x64,8,931,,"D:\PVSI","2026-06-26 07:39:18"
SJUAN,SANJUAN,AUTO-REC-12740,189.148.43.121,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,17:04:38,,,"Microsoft Windows 7 Professional",x86,3,466,,"D:\PVSI","2026-06-26 07:39:08"
